Seq,UTC Date,Kurukshetra adjusted Date,Julian Days,year,month,day,hour,min,sec,seperation angle
1,-5000-10-07T03:38:09Z,-5000-10-07T09:08:09Z,-104912.348,-5000,10,7,3,38,8.783313241,0.371306403
2,-4967-01-10T03:01:43Z,-4967-01-10T08:31:43Z,-93129.37331,-4967,1,10,3,1,43.48651498,0.42953607
3,-4946-11-09T03:46:35Z,-4946-11-09T09:16:35Z,-85156.34217,-4946,11,9,3,46,34.68650487,0.376383919
4,-4921-01-12T10:41:04Z,-4921-01-12T16:11:04Z,-76326.05433,-4921,1,12,10,41,3.604326546,0.327492307
5,-4914-02-22T10:43:36Z,-4914-02-22T16:13:36Z,-73728.05257,-4914,2,22,10,43,35.88739213,0.394092104
6,-4892-12-11T03:23:24Z,-4892-12-11T08:53:24Z,-65400.35826,-4892,12,11,3,23,23.92807326,0.467396608
7,-4879-09-20T09:27:29Z,-4879-09-20T14:57:29Z,-60734.10543,-4879,9,20,9,27,28.72276552,0.190830139
8,-4874-01-02T10:51:47Z,-4874-01-02T16:21:47Z,-59169.04688,-4874,1,2,10,51,47.34797262,0.169210268
9,-4867-02-13T09:52:18Z,-4867-02-13T15:22:18Z,-56570.08819,-4867,2,13,9,52,18.46761896,0.36034325
10,-4829-08-09T08:57:28Z,-4829-08-09T14:27:28Z,-42514.12627,-4829,8,9,8,57,27.83887602,0.478113975
11,-4825-10-23T10:30:10Z,-4825-10-23T16:00:10Z,-40978.0619,-4825,10,23,10,30,9.705487615,0.320772177
12,-4798-11-23T07:07:57Z,-4798-11-23T12:37:57Z,-31085.20232,-4798,11,23,7,7,56.98728195,0.425550475
13,-4794-09-10T09:56:38Z,-4794-09-10T15:26:38Z,-29698.08518,-4794,9,10,9,56,38.02614088,0.340289792
14,-4785-09-01T08:50:33Z,-4785-09-01T14:20:33Z,-26420.13107,-4785,9,1,8,50,33.39587121,0.200183158
15,-4775-09-10T10:32:01Z,-4775-09-10T16:02:01Z,-22758.06061,-4775,9,10,10,32,1.021393023,0.474729116
16,-4763-06-30T09:55:49Z,-4763-06-30T15:25:49Z,-18447.08576,-4763,6,30,9,55,48.53543794,0.262907717
17,-4744-12-25T07:15:43Z,-4744-12-25T12:45:43Z,-11329.19693,-4744,12,25,7,15,43.04005229,0.492103483
18,-4735-07-20T08:52:16Z,-4735-07-20T14:22:16Z,-8200.129887,-4735,7,20,8,52,15.54852322,0.339351289
19,-4709-08-02T07:24:20Z,-4709-08-02T12:54:20Z,1308.809051,-4709,8,2,7,24,19.84642502,0.497966836
20,-4704-11-03T06:08:53Z,-4704-11-03T11:38:53Z,3228.756653,-4704,11,3,6,8,52.59677115,0.4737097
21,-4696-06-10T10:07:24Z,-4696-06-10T15:37:24Z,6004.922289,-4696,6,10,10,7,23.54578112,0.214448507
22,-4693-04-09T08:52:05Z,-4693-04-09T14:22:05Z,7037.869987,-4693,4,9,8,52,4.70882659,0.302368015
23,-4687-06-01T08:15:26Z,-4687-06-01T13:45:26Z,9282.844541,-4687,6,1,8,15,26.16406124,0.440856748
24,-4681-08-22T08:21:54Z,-4681-08-22T13:51:54Z,11555.84902,-4681,8,22,8,21,53.52485198,0.17863055
25,-4669-12-06T08:55:08Z,-4669-12-06T14:25:08Z,16044.87211,-4669,12,6,8,55,7.963301201,0.495248367
26,-4661-01-17T09:22:28Z,-4661-01-17T14:52:28Z,18643.8911,-4661,1,17,9,22,28.43074648,0.210286593
27,-4656-04-19T10:50:23Z,-4656-04-19T16:20:23Z,20562.95215,-4656,4,19,10,50,23.23027452,0.241957481
28,-4655-09-03T06:32:43Z,-4655-09-03T12:02:43Z,21064.77321,-4655,9,3,6,32,43.07087818,0.455617666
29,-4650-12-06T08:26:50Z,-4650-12-06T13:56:50Z,22984.85246,-4650,12,6,8,26,49.9716083,0.173496944
30,-4647-04-10T10:39:23Z,-4647-04-10T16:09:23Z,23840.94451,-4647,4,10,10,39,23.38597618,0.250588291
31,-4642-07-13T08:09:23Z,-4642-07-13T13:39:23Z,25760.84034,-4642,7,13,8,9,23.14043765,0.425338859
32,-4632-06-22T09:37:29Z,-4632-06-22T15:07:29Z,29392.90151,-4632,6,22,9,37,28.50110302,0.421501651
33,-4622-11-27T06:55:14Z,-4622-11-27T12:25:14Z,33202.78884,-4622,11,27,6,55,13.8127049,0.205991887
34,-4618-09-14T06:39:16Z,-4618-09-14T12:09:16Z,34589.77776,-4618,9,14,6,39,15.92666322,0.338951316
35,-4617-03-11T09:17:54Z,-4617-03-11T14:47:54Z,34767.88792,-4617,3,11,9,17,54.18875524,0.087289264
36,-4606-02-07T08:49:54Z,-4606-02-07T14:19:54Z,38753.86847,-4606,2,7,8,49,53.92268364,0.378740607
37,-4602-05-22T08:31:01Z,-4602-05-22T14:01:01Z,40318.85536,-4602,5,22,8,31,0.603644117,0.205349496
38,-4601-10-06T06:57:45Z,-4601-10-06T12:27:45Z,40820.7906,-4601,10,6,6,57,45.41091513,0.49104175
39,-4595-01-07T09:43:34Z,-4595-01-07T15:13:34Z,42740.90574,-4595,1,7,9,43,34.15641198,0.463836993
40,-4593-05-13T08:28:39Z,-4593-05-13T13:58:39Z,43596.85372,-4593,5,13,8,28,38.82658987,0.295203392
41,-4583-05-22T09:07:31Z,-4583-05-22T14:37:31Z,47258.88071,-4583,5,22,9,7,31.12943547,0.425751645
42,-4578-07-25T06:17:23Z,-4578-07-25T11:47:23Z,49148.76256,-4578,7,25,6,17,22.67356396,0.385035611
43,-4574-05-13T09:13:58Z,-4574-05-13T14:43:58Z,50536.88518,-4574,5,13,9,13,57.6151585,0.484087645
44,-4568-12-29T07:56:36Z,-4568-12-29T13:26:36Z,52958.83146,-4568,12,29,7,56,35.96260549,0.198915818
45,-4564-10-16T08:34:25Z,-4564-10-16T14:04:25Z,54345.85772,-4564,10,16,8,34,24.7483645,0.392923319
46,-4541-02-09T09:44:36Z,-4541-02-09T15:14:36Z,62496.90646,-4541,2,9,9,44,36.12042725,0.437408934
47,-4539-06-14T06:50:29Z,-4539-06-14T12:20:29Z,63352.78555,-4539,6,14,6,50,29.24754778,0.470445445
48,-4535-04-02T07:24:05Z,-4535-04-02T12:54:05Z,64740.80888,-4535,4,2,7,24,5.102884294,0.46083475
49,-4534-09-16T07:28:23Z,-4534-09-16T12:58:23Z,65272.81187,-4534,9,16,7,28,22.99102734,0.480157523
50,-4530-01-09T07:38:44Z,-4530-01-09T13:08:44Z,66483.81905,-4530,1,9,7,38,44.09620802,0.429641599
51,-4529-06-24T07:41:48Z,-4529-06-24T13:11:48Z,67014.82119,-4529,6,24,7,41,48.35204325,0.159400088
52,-4524-08-26T04:20:59Z,-4524-08-26T09:50:59Z,68904.68173,-4524,8,26,4,20,59.28899073,0.43415452
53,-4520-06-14T07:24:00Z,-4520-06-14T12:54:00Z,70292.80883,-4520,6,14,7,24,0.311969072,0.347132411
54,-4520-12-08T04:26:33Z,-4520-12-08T09:56:33Z,70469.68559,-4520,12,8,4,26,32.52122068,0.430921161
55,-4513-01-31T07:29:08Z,-4513-01-31T12:59:08Z,72714.81239,-4513,1,31,7,29,8.222336266,0.318813142
56,-4490-05-14T06:22:37Z,-4490-05-14T11:52:37Z,81218.7662,-4490,5,14,6,22,37.4998864,0.27745397
57,-4487-03-13T08:32:49Z,-4487-03-13T14:02:49Z,82252.85661,-4487,3,13,8,32,49.29182131,0.372610375
58,-4485-07-17T06:13:53Z,-4485-07-17T11:43:53Z,83108.76013,-4485,7,17,6,13,53.14441103,0.44171627
59,-4480-04-23T08:55:20Z,-4480-04-23T14:25:20Z,84850.87225,-4480,4,23,8,55,20.32559286,0.43170438
60,-4476-02-11T05:11:31Z,-4476-02-11T10:41:31Z,86239.71682,-4476,2,11,5,11,31.4060927,0.452454441
61,-4475-07-26T07:17:23Z,-4475-07-26T12:47:23Z,86770.80422,-4475,7,26,7,17,22.60764867,0.159059501
62,-4474-12-10T03:50:43Z,-4474-12-10T09:20:43Z,87272.66071,-4474,12,10,3,50,42.73002595,0.4442387
63,-4470-09-28T03:39:40Z,-4470-09-28T09:09:40Z,88660.65304,-4470,9,28,3,39,40.26186428,0.344391033
64,-4466-07-17T06:26:41Z,-4466-07-17T11:56:41Z,90048.76901,-4466,7,17,6,26,40.59468783,0.252061798
65,-4463-05-15T08:40:18Z,-4463-05-15T14:10:18Z,91081.86181,-4463,5,15,8,40,18.13409482,0.424101515
66,-4435-06-04T07:29:11Z,-4435-06-04T12:59:11Z,101328.8124,-4435,6,4,7,29,11.37873134,0.183177052
67,-4426-05-26T05:41:39Z,-4426-05-26T11:11:39Z,104606.7377,-4426,5,26,5,41,39.0373122,0.290389318
68,-4419-01-11T04:43:20Z,-4419-01-11T10:13:20Z,107028.6972,-4419,1,11,4,43,20.15986101,0.458285775
69,-4416-10-30T03:37:02Z,-4416-10-30T09:07:02Z,108416.6512,-4416,10,30,3,37,1.914414223,0.232599747
70,-4412-08-18T06:37:05Z,-4412-08-18T12:07:05Z,109804.7762,-4412,8,18,6,37,5.306194508,0.289348731
71,-4404-03-25T07:36:49Z,-4404-03-25T13:06:49Z,112580.8177,-4404,3,25,7,36,49.44304168,0.350709552
72,-4400-01-12T05:13:20Z,-4400-01-12T10:43:20Z,113968.7181,-4400,1,12,5,13,19.85960447,0.311512625
73,-4387-04-16T08:59:32Z,-4387-04-16T14:29:32Z,118811.8752,-4387,4,16,8,59,32.20481029,0.457730376
74,-4381-07-07T05:10:46Z,-4381-07-07T10:40:46Z,121084.7163,-4381,7,7,5,10,46.43237516,0.161956798
75,-4362-12-02T03:21:17Z,-4362-12-02T08:51:17Z,128172.6403,-4362,12,2,3,21,17.43990147,0.332906118
76,-4361-11-21T05:15:26Z,-4361-11-21T10:45:26Z,128526.7195,-4361,11,21,5,15,26.37766572,0.362106031
77,-4359-05-06T06:34:19Z,-4359-05-06T12:04:19Z,129058.7743,-4359,5,6,6,34,19.40073249,0.452945911
78,-4346-02-13T05:07:03Z,-4346-02-13T10:37:03Z,133724.7137,-4346,2,13,5,7,3.057279177,0.165085013
79,-4332-05-07T08:35:17Z,-4332-05-07T14:05:17Z,138921.8583,-4332,5,7,8,35,16.53990364,0.489227721
80,-4331-10-21T03:21:17Z,-4331-10-21T08:51:17Z,139453.6403,-4331,10,21,3,21,16.82169043,0.148641409
81,-4327-08-08T04:24:20Z,-4327-08-08T09:54:20Z,140840.684,-4327,8,8,4,24,19.70954541,0.205977202
82,-4317-01-24T07:15:02Z,-4317-01-24T12:45:02Z,144296.8026,-4317,1,24,7,15,2.267837059,0.43293597
83,-4307-12-23T05:29:20Z,-4307-12-23T10:59:20Z,148282.7292,-4307,12,23,5,29,20.22168696,0.236308922
84,-4296-11-22T06:13:10Z,-4296-11-22T11:43:10Z,152269.7596,-4296,11,22,6,13,10.48011694,0.487166383
85,-4292-03-17T03:47:32Z,-4292-03-17T09:17:32Z,153480.6585,-4292,3,17,3,47,31.63038606,0.309596849
86,-4287-06-18T08:11:42Z,-4287-06-18T13:41:42Z,155399.842,-4287,6,18,8,11,42.40047332,0.494245295
87,-4278-06-09T03:28:41Z,-4278-06-09T08:58:41Z,158677.6454,-4278,6,9,3,28,40.50648965,0.336564765
88,-4273-09-10T05:09:51Z,-4273-09-10T10:39:51Z,160596.7157,-4273,9,10,5,9,51.29408039,0.371074628
89,-4264-08-31T03:18:35Z,-4264-08-31T08:48:35Z,163874.6384,-4264,8,31,3,18,35.30912602,0.067552107
90,-4263-02-25T03:52:54Z,-4263-02-25T09:22:54Z,164052.6622,-4263,2,25,3,52,53.64873346,0.259434946
91,-4262-02-14T04:17:28Z,-4262-02-14T09:47:28Z,164406.6793,-4262,2,14,4,17,27.87144782,0.483117262
92,-4252-01-25T04:38:39Z,-4252-01-25T10:08:39Z,168038.694,-4252,1,25,4,38,38.93861052,0.075044838
93,-4233-07-21T04:29:27Z,-4233-07-21T09:59:27Z,175155.6876,-4233,7,21,4,29,27.32409345,0.198673202
94,-4232-07-09T04:48:39Z,-4232-07-09T10:18:39Z,175509.7009,-4232,7,9,4,48,38.57975554,0.490311529
95,-4190-03-29T06:17:32Z,-4190-03-29T11:47:32Z,190747.7627,-4190,3,29,6,17,31.9183388,0.37741389
96,-4166-06-01T06:28:30Z,-4166-06-01T11:58:30Z,199577.7703,-4166,6,1,6,28,29.94523633,0.448020233
97,-4152-08-23T04:01:28Z,-4152-08-23T09:31:28Z,204774.6682,-4152,8,23,4,1,28.28001469,0.43940685
98,-4114-02-28T04:42:35Z,-4114-02-28T10:12:35Z,218477.6967,-4114,2,28,4,42,34.83812559,0.339831694
99,-4112-07-03T04:38:06Z,-4112-07-03T10:08:06Z,219333.6936,-4112,7,3,4,38,6.332938448,0.349687712
100,-4081-05-22T05:09:48Z,-4081-05-22T10:39:48Z,230613.7156,-4081,5,22,5,9,47.65617264,0.382037407
101,-4072-05-12T04:09:06Z,-4072-05-12T09:39:06Z,233891.6735,-4072,5,12,4,9,5.805525407,0.183445794
102,-4047-12-29T03:33:53Z,-4047-12-29T09:03:53Z,243253.649,-4047,12,29,3,33,52.85222054,0.394985634
103,-4020-02-09T03:52:39Z,-4020-02-09T09:22:39Z,252791.6621,-4020,2,9,3,52,38.98256628,0.428617976
104,-3960-05-04T09:09:35Z,-3960-05-04T14:39:35Z,274791.8821,-3960,5,4,9,9,34.78232794,0.458971006
105,-3938-03-04T03:03:34Z,-3938-03-04T08:33:34Z,282765.628,-3938,3,4,3,3,33.58596683,0.355536683
106,-3932-05-24T03:32:32Z,-3932-05-24T09:02:32Z,285038.6481,-3932,5,24,3,32,31.65380761,0.492322267
107,-3929-03-24T10:53:13Z,-3929-03-24T16:23:13Z,286072.9541,-3929,3,24,10,53,13.18348132,0.199158169
108,-3920-03-14T10:29:06Z,-3920-03-14T15:59:06Z,289350.9374,-3920,3,14,10,29,6.158424206,0.378207188
109,-3901-09-07T10:38:36Z,-3901-09-07T16:08:36Z,296466.944,-3901,9,7,10,38,36.40173532,0.472602139
110,-3875-04-25T08:38:45Z,-3875-04-25T14:08:45Z,305828.8607,-3875,4,25,8,38,45.17543714,0.464083259
111,-3866-04-16T08:06:29Z,-3866-04-16T13:36:29Z,309106.8383,-3866,4,16,8,6,28.94642014,0.482911441
112,-3835-03-04T09:16:37Z,-3835-03-04T14:46:37Z,320386.887,-3835,3,4,9,16,36.70173526,0.354073428
113,-3833-07-08T10:20:21Z,-3833-07-08T15:50:21Z,321242.9313,-3833,7,8,10,20,21.39094267,0.470079428
114,-3789-08-30T09:38:30Z,-3789-08-30T15:08:30Z,337366.9022,-3789,8,30,9,38,30.19917224,0.388780468
115,-3757-06-09T09:58:15Z,-3757-06-09T15:28:15Z,348972.9159,-3757,6,9,9,58,14.96998396,0.21954125
116,-3695-08-11T10:38:10Z,-3695-08-11T16:08:10Z,371681.9437,-3695,8,11,10,38,9.871070534,0.161910924
117,-3687-03-18T07:15:45Z,-3687-03-18T12:45:45Z,374457.8031,-3687,3,18,7,15,45.18907629,0.388723782
118,-3683-01-04T11:00:00Z,-3683-01-04T16:30:00Z,375845.9588,-3683,1,4,10,59,59.81115907,0.081666325
119,-3675-12-26T09:43:40Z,-3675-12-26T15:13:40Z,379123.9058,-3675,12,26,9,43,40.10165043,0.283142933
120,-3671-10-13T10:19:44Z,-3671-10-13T15:49:44Z,380510.9309,-3671,10,13,10,19,44.482201,0.37329699
121,-3660-03-19T08:54:35Z,-3660-03-19T14:24:35Z,384320.8717,-3660,3,19,8,54,35.20380355,0.200770468
122,-3655-06-20T08:58:39Z,-3655-06-20T14:28:39Z,386239.8746,-3655,6,20,8,58,39.17589102,0.218540183
123,-3641-09-13T10:53:53Z,-3641-09-13T16:23:53Z,391437.9546,-3641,9,13,10,53,53.42212848,0.418103804
124,-3630-08-12T10:37:55Z,-3630-08-12T16:07:55Z,395423.9435,-3630,8,12,10,37,54.92496371,0.174564996
125,-3627-06-11T09:21:26Z,-3627-06-11T14:51:26Z,396457.8904,-3627,6,11,9,21,25.50445866,0.424717412
126,-3620-01-28T10:09:44Z,-3620-01-28T15:39:44Z,398879.9239,-3620,1,28,10,9,43.52425061,0.172649186
127,-3615-04-30T08:14:05Z,-3615-04-30T13:44:05Z,400798.8436,-3615,4,30,8,14,4.875133038,0.221178107
128,-3608-06-11T07:53:40Z,-3608-06-11T13:23:40Z,403397.8294,-3608,6,11,7,53,40.40643264,0.424090254
129,-3605-04-10T07:21:55Z,-3605-04-10T12:51:55Z,404430.8074,-3605,4,10,7,21,55.0521677,0.355228543
130,-3601-07-23T08:04:36Z,-3601-07-23T13:34:36Z,405995.837,-3601,7,23,8,4,36.32674836,0.379668113
131,-3590-12-16T07:44:08Z,-3590-12-16T13:14:08Z,410159.8228,-3590,12,16,7,44,8.19618389,0.492622455
132,-3582-07-23T08:40:28Z,-3582-07-23T14:10:28Z,412935.8619,-3582,7,23,8,40,28.10223252,0.460615296
133,-3576-09-13T09:23:22Z,-3576-09-13T14:53:22Z,415179.8917,-3576,9,13,9,23,22.49506831,0.057161359
134,-3575-03-10T10:08:58Z,-3575-03-10T15:38:58Z,415357.9234,-3575,3,10,10,8,58.12919408,0.388577612
135,-3566-03-01T09:07:15Z,-3566-03-01T14:37:15Z,418635.8805,-3566,3,1,9,7,15.20473056,0.191052955
136,-3560-05-21T06:00:05Z,-3560-05-21T11:30:05Z,420908.7505,-3560,5,21,6,0,4.651191831,0.454655356
137,-3550-10-26T07:53:44Z,-3550-10-26T13:23:44Z,424718.8295,-3550,10,26,7,53,43.63973334,0.434759176
138,-3547-08-24T08:33:09Z,-3547-08-24T14:03:09Z,425751.8568,-3547,8,24,8,33,8.717802241,0.407073305
139,-3543-06-12T09:18:21Z,-3543-06-12T14:48:21Z,427139.8882,-3543,6,12,9,18,21.429235,0.271431103
140,-3535-01-17T08:06:19Z,-3535-01-17T13:36:19Z,429915.8382,-3535,1,17,8,6,18.60641386,0.283280126
141,-3529-03-12T08:04:57Z,-3529-03-12T13:34:57Z,432160.8373,-3529,3,12,8,4,57.15097155,0.455961637
142,-3528-08-24T09:11:55Z,-3528-08-24T14:41:55Z,432691.8838,-3528,8,24,9,11,55.15023988,0.266232443
143,-3523-10-27T09:56:03Z,-3523-10-27T15:26:03Z,434581.9144,-3523,10,27,9,56,2.551772408,0.303236523
144,-3522-10-16T09:22:56Z,-3522-10-16T14:52:56Z,434935.8914,-3522,10,16,9,22,55.61380193,0.226986613
145,-3521-04-12T07:53:31Z,-3521-04-12T13:23:31Z,435113.8293,-3521,4,12,7,53,31.23559121,0.269763869
146,-3512-04-02T06:43:58Z,-3512-04-02T12:13:58Z,438391.781,-3512,4,2,6,43,58.31000067,0.382158452
147,-3496-11-27T07:56:45Z,-3496-11-27T13:26:45Z,444474.8316,-3496,11,27,7,56,44.51735314,0.280555183
148,-3488-07-03T09:29:54Z,-3488-07-03T14:59:54Z,447249.8963,-3488,7,3,9,29,54.39072479,0.486284381
149,-3484-04-22T07:14:01Z,-3484-04-22T12:44:01Z,448638.8019,-3484,4,22,7,14,0.679836273,0.407676332
150,-3481-02-19T07:20:51Z,-3481-02-19T12:50:51Z,449671.8066,-3481,2,19,7,20,50.92444271,0.353991187
151,-3474-09-26T10:51:25Z,-3474-09-26T16:21:25Z,452447.9529,-3474,9,26,10,51,24.77386516,0.403613009
152,-3472-02-10T06:19:12Z,-3472-02-10T11:49:12Z,452949.7638,-3472,2,10,6,19,11.64879262,0.34364481
153,-3469-11-29T09:49:39Z,-3469-11-29T15:19:39Z,454337.91,-3469,11,29,9,49,39.01216596,0.209991228
154,-3468-11-17T09:52:33Z,-3468-11-17T15:22:33Z,454691.912,-3468,11,17,9,52,33.1965863,0.470183923
155,-3462-02-19T06:44:34Z,-3462-02-19T12:14:34Z,456611.7814,-3462,2,19,6,44,34.04136993,0.357328429
156,-3442-12-30T07:10:29Z,-3442-12-30T12:40:29Z,464230.7994,-3442,12,30,7,10,28.91947813,0.297041375
157,-3434-08-05T07:47:31Z,-3434-08-05T13:17:31Z,467005.8252,-3434,8,5,7,47,30.78934673,0.214585401
158,-3418-03-14T05:09:33Z,-3418-03-14T10:39:33Z,472705.7155,-3418,3,14,5,9,32.87891172,0.429546829
159,-3408-03-23T05:38:42Z,-3408-03-23T11:08:42Z,476367.7357,-3408,3,23,5,38,41.94064278,0.271988312
160,-3403-05-26T05:10:32Z,-3403-05-26T10:40:32Z,478257.7161,-3403,5,26,5,10,31.70791268,0.457272649
161,-3402-05-15T05:58:37Z,-3402-05-15T11:28:37Z,478611.7495,-3402,5,15,5,58,36.73068199,0.374440006
162,-3401-10-29T09:26:53Z,-3401-10-29T14:56:53Z,479143.8942,-3401,10,29,9,26,52.60047667,0.485530213
163,-3399-03-14T05:45:05Z,-3399-03-14T11:15:05Z,479645.7401,-3399,3,14,5,45,5.335636251,0.431663933
164,-3386-01-20T05:49:32Z,-3386-01-20T11:19:32Z,484340.7432,-3386,1,20,5,49,32.14399595,0.483166227
165,-3384-11-19T06:50:37Z,-3384-11-19T12:20:37Z,485374.7856,-3384,11,19,6,50,36.80314198,0.373215602
166,-3380-09-06T07:42:38Z,-3380-09-06T13:12:38Z,486761.8218,-3380,9,6,7,42,37.6826334,0.006480704
167,-3360-02-02T06:47:02Z,-3360-02-02T12:17:02Z,493849.7831,-3360,2,2,6,47,1.788732894,0.279811596
168,-3358-07-07T05:06:49Z,-3358-07-07T10:36:49Z,494735.7136,-3358,7,7,5,6,49.07214582,0.40150914
169,-3354-04-25T03:51:42Z,-3354-04-25T09:21:42Z,496123.6614,-3354,4,25,3,51,41.85908061,0.410236812
170,-3345-04-16T04:03:10Z,-3345-04-16T09:33:10Z,499401.6694,-3345,4,16,4,3,9.753423259,0.379961925
171,-3341-07-29T07:13:38Z,-3341-07-29T12:43:38Z,500966.8016,-3341,7,29,7,13,38.00098624,0.4908375
172,-3338-11-21T06:41:44Z,-3338-11-21T12:11:44Z,502177.7795,-3338,11,21,6,41,44.29066624,0.384678722
173,-3330-06-27T07:40:38Z,-3330-06-27T13:10:38Z,504952.8204,-3330,6,27,7,40,37.77189776,0.354444752
174,-3330-12-22T08:44:52Z,-3330-12-22T14:14:52Z,505130.865,-3330,12,22,8,44,52.00348668,0.486452323
175,-3326-10-09T08:57:55Z,-3326-10-09T14:27:55Z,506517.874,-3326,10,9,8,57,55.36555231,0.430880623
176,-3321-12-13T06:47:55Z,-3321-12-13T12:17:55Z,508408.7838,-3321,12,13,6,47,54.68487527,0.293708117
177,-3307-10-09T07:10:29Z,-3307-10-09T12:40:29Z,513457.7994,-3307,10,9,7,10,28.54626551,0.463195195
178,-3305-02-23T07:21:54Z,-3305-02-23T12:51:54Z,513959.8074,-3305,2,23,7,21,54.24112804,0.340787301
179,-3298-09-30T06:02:41Z,-3298-09-30T11:32:41Z,516735.7523,-3298,9,30,6,2,40.79445072,0.313087421
180,-3284-12-23T06:59:58Z,-3284-12-23T12:29:58Z,521933.7921,-3284,12,23,6,59,58.07539936,0.420995666
181,-3266-01-14T07:33:31Z,-3266-01-14T13:03:31Z,528164.8154,-3266,1,14,7,33,30.54547839,0.359893763
182,-3260-04-05T06:52:22Z,-3260-04-05T12:22:22Z,530437.7869,-3260,4,5,6,52,22.46517196,0.404131407
183,-3254-05-29T06:01:24Z,-3254-05-29T11:31:24Z,532682.7515,-3254,5,29,6,1,24.14427303,0.106399593
184,-3253-11-11T09:48:15Z,-3253-11-11T15:18:15Z,533213.909,-3253,11,11,9,48,15.03110871,0.475859183
185,-3251-03-27T04:29:13Z,-3251-03-27T09:59:13Z,533715.6874,-3251,3,27,4,29,13.48513462,0.131934877
186,-3244-11-01T08:37:54Z,-3244-11-01T14:07:54Z,536491.8601,-3244,11,1,8,37,53.94405641,0.410946145
187,-3232-09-20T08:10:24Z,-3232-09-20T13:40:24Z,540832.841,-3232,9,20,8,10,23.80727157,0.418371696
188,-3231-09-09T07:41:02Z,-3231-09-09T13:11:02Z,541186.8206,-3231,9,9,7,41,1.895092204,0.489766295
189,-3229-01-25T05:54:55Z,-3229-01-25T11:24:55Z,541689.747,-3229,1,25,5,54,55.19190677,0.345389276
190,-3206-05-08T03:02:11Z,-3206-05-08T08:32:11Z,550193.627,-3206,5,8,3,2,10.81573583,0.340995886
191,-3177-10-12T07:32:40Z,-3177-10-12T13:02:40Z,560942.8148,-3177,10,12,7,32,40.3314478,0.284232715
192,-3175-02-26T03:13:02Z,-3175-02-26T08:43:02Z,561445.6345,-3175,2,26,3,13,1.740177423,0.347451188
193,-3174-08-11T07:39:07Z,-3174-08-11T13:09:07Z,561976.8193,-3174,8,11,7,39,7.00342007,0.490667754
194,-3162-01-04T05:23:55Z,-3162-01-04T10:53:55Z,566140.7254,-3162,1,4,5,23,54.72126983,0.089867278
195,-3160-05-09T05:52:23Z,-3160-05-09T11:22:23Z,566996.7452,-3160,5,9,5,52,22.9814972,0.298538562
196,-3154-12-26T04:35:22Z,-3154-12-26T10:05:22Z,569418.6917,-3154,12,26,4,35,22.30308987,0.389981578
197,-3145-07-22T03:56:55Z,-3145-07-22T09:26:55Z,572548.665,-3145,7,22,3,56,55.27501792,0.30452601
198,-3134-06-20T06:43:56Z,-3134-06-20T12:13:56Z,576534.781,-3134,6,20,6,43,56.13030016,0.444819952
199,-3130-04-09T03:08:27Z,-3130-04-09T08:38:27Z,577923.6314,-3130,4,9,3,8,27.18377084,0.161591148
200,-3123-11-13T08:07:15Z,-3123-11-13T13:37:15Z,580698.8389,-3123,11,13,8,7,14.98503082,0.361936532
201,-3118-01-27T05:01:27Z,-3118-01-27T10:31:27Z,582234.7098,-3118,1,27,5,1,26.51767932,0.438563221
202,-3108-02-06T06:09:19Z,-3108-02-06T11:39:19Z,585896.757,-3108,2,6,6,9,18.83837901,0.379686102
203,-3106-06-11T03:59:02Z,-3106-06-11T09:29:02Z,586752.6665,-3106,6,11,3,59,2.469137907,0.278574155
204,-3099-01-27T05:40:32Z,-3099-01-27T11:10:32Z,589174.737,-3099,1,27,5,40,32.43271597,0.331045846
205,-3087-06-11T04:41:35Z,-3087-06-11T10:11:35Z,593692.696,-3087,6,11,4,41,35.40313818,0.387705954
206,-3080-07-22T04:51:35Z,-3080-07-22T10:21:35Z,596290.703,-3080,7,22,4,51,34.70648579,0.154631773
207,-3074-09-14T07:34:23Z,-3074-09-14T13:04:23Z,598535.816,-3074,9,14,7,34,23.3464694,0.467367239
208,-3060-12-06T04:29:58Z,-3060-12-06T09:59:58Z,603732.688,-3060,12,6,4,29,58.02555889,0.151766715
209,-3058-05-22T04:31:25Z,-3058-05-22T10:01:25Z,604264.689,-3058,5,22,4,31,25.15562341,0.173313571
210,-3054-03-10T05:38:54Z,-3054-03-10T11:08:54Z,605652.7358,-3054,3,10,5,38,53.66768137,0.467371042
211,-3047-10-15T04:08:08Z,-3047-10-15T09:38:08Z,608428.6728,-3047,10,15,4,8,8.06155175,0.350099859
212,-3045-03-01T05:27:15Z,-3045-03-01T10:57:15Z,608930.7277,-3045,3,1,5,27,14.74065363,0.424723604
213,-3033-07-14T03:19:02Z,-3033-07-14T08:49:02Z,613448.6387,-3033,7,14,3,19,1.959678009,0.195973571
214,-3026-08-24T04:29:23Z,-3026-08-24T09:59:23Z,616046.6876,-3026,8,24,4,29,22.79832087,0.331033718
215,-3020-10-16T07:48:03Z,-3020-10-16T13:18:03Z,618291.8255,-3020,10,16,7,48,3.104686439,0.427158982
216,-3007-08-24T03:31:47Z,-3007-08-24T09:01:47Z,622986.6476,-3007,8,24,3,31,47.43473545,0.431629199
217,-3005-01-08T04:50:05Z,-3005-01-08T10:20:05Z,623488.7019,-3005,1,8,4,50,5.300402641,0.16136702
218,-3000-04-11T04:07:21Z,-3000-04-11T09:37:21Z,625408.6723,-3000,4,11,4,7,20.66145681,0.259157154
