Seq,UTC Date,Kurukshetra adjusted Date,Julian Days,year,month,day,hour,min,sec,seperation angle
648,1502-10-01T08:30:21Z,1502-10-01T14:00:21Z,2269936.855,1502,10,1,8,30,21.47426158,0.212299299
649,1507-01-13T07:23:37Z,1507-01-13T12:53:37Z,2271501.809,1507,1,13,7,23,36.75918996,0.4472303
650,1517-06-19T05:40:41Z,1517-06-19T11:10:41Z,2275311.737,1517,6,19,5,40,40.61851948,0.3231375
651,1521-04-07T06:28:32Z,1521-04-07T11:58:32Z,2276699.77,1521,4,7,6,28,32.07878441,0.111613488
652,1528-05-18T08:21:23Z,1528-05-18T13:51:23Z,2279297.849,1528,5,18,8,21,23.19953084,0.36308303
653,1553-01-14T07:23:37Z,1553-01-14T12:53:37Z,2288304.809,1553,1,14,7,23,36.68918431,0.369365452
654,1555-11-14T07:05:07Z,1555-11-14T12:35:07Z,2289338.796,1555,11,14,7,5,6.612767279,0.452529375
655,1556-11-02T07:15:14Z,1556-11-02T12:45:14Z,2289692.803,1556,11,2,7,15,13.82339448,0.160804759
656,1561-02-14T07:42:11Z,1561-02-14T13:12:11Z,2291257.821,1561,2,14,7,42,10.86640388,0.425797935
657,1575-05-10T05:35:19Z,1575-05-10T11:05:19Z,2296455.733,1575,5,10,5,35,19.46496069,0.309065685
658,1582-06-20T05:28:14Z,1582-06-20T10:58:14Z,2299053.728,1582,6,20,5,28,14.2370519,0.34317243
659,1583-12-14T04:59:55Z,1583-12-14T10:29:55Z,2299585.709,1583,12,14,4,59,54.8844105,0.452860173
660,1590-07-31T08:21:45Z,1590-07-31T13:51:45Z,2302006.849,1590,7,31,8,21,45.11009395,0.224096021
661,1604-04-29T07:09:05Z,1604-04-29T12:39:05Z,2307027.798,1604,4,29,7,9,4.623868167,0.371136563
662,1609-12-26T07:28:45Z,1609-12-26T12:58:45Z,2309094.812,1609,12,26,7,28,45.33526719,0.47312826
663,1610-12-15T06:59:20Z,1610-12-15T12:29:20Z,2309448.792,1610,12,15,6,59,20.20144969,0.161238004
664,1615-03-29T07:05:02Z,1615-03-29T12:35:02Z,2311013.796,1615,3,29,7,5,1.590102911,0.305680072
665,1638-01-15T05:02:55Z,1638-01-15T10:32:55Z,2319341.711,1638,1,15,5,2,55.05309731,0.294025321
666,1641-11-03T05:47:57Z,1641-11-03T11:17:57Z,2320729.742,1641,11,3,5,47,56.70068443,0.43098871
667,1665-01-16T07:04:10Z,1665-01-16T12:34:10Z,2329204.795,1665,1,16,7,4,9.868194759,0.168087795
668,1666-07-02T07:47:38Z,1666-07-02T13:17:38Z,2329736.825,1666,7,2,7,47,37.61981159,0.365831813
669,1669-04-30T05:25:55Z,1669-04-30T10:55:55Z,2330769.727,1669,4,30,5,25,54.975003,0.414697328
670,1692-02-17T04:37:23Z,1692-02-17T10:07:23Z,2339097.693,1692,2,17,4,37,22.93483347,0.271964401
671,1695-12-06T07:30:53Z,1695-12-06T13:00:53Z,2340485.814,1695,12,6,7,30,52.8761968,0.104131681
672,1699-09-23T10:23:43Z,1699-09-23T15:53:43Z,2341872.934,1699,9,23,10,23,43.45816791,0.438164506
673,1704-11-27T05:26:40Z,1704-11-27T10:56:40Z,2343763.727,1704,11,27,5,26,39.68946576,0.407612656
674,1708-09-14T08:53:23Z,1708-09-14T14:23:23Z,2345150.871,1708,9,14,8,53,23.34047377,0.24361592
675,1719-02-19T06:44:49Z,1719-02-19T12:14:49Z,2348960.782,1719,2,19,6,44,48.84600699,0.142434231
676,1731-07-04T05:50:20Z,1731-07-04T11:20:20Z,2353478.744,1731,7,4,5,50,20.07637024,0.477262806
677,1746-03-22T03:12:03Z,1746-03-22T08:42:03Z,2358853.634,1746,3,22,3,12,3.128083348,0.432182794
678,1758-12-30T07:12:41Z,1758-12-30T12:42:41Z,2363519.801,1758,12,30,7,12,40.64164639,0.143705893
679,1760-06-13T08:13:13Z,1760-06-13T13:43:13Z,2364050.843,1760,6,13,8,13,12.79402345,0.419660812
680,1762-10-17T08:52:29Z,1762-10-17T14:22:29Z,2364906.87,1762,10,17,8,52,28.70355427,0.223153863
681,1773-03-23T05:27:50Z,1773-03-23T10:57:50Z,2368716.728,1773,3,23,5,27,50.20994425,0.22137533
682,1788-06-04T08:56:57Z,1788-06-04T14:26:57Z,2374268.873,1788,6,4,8,56,57.39085168,0.492987254
683,1802-08-28T07:03:00Z,1802-08-28T12:33:00Z,2379465.794,1802,8,28,7,2,59.95600104,0.401611733
684,1803-08-17T08:25:06Z,1803-08-17T13:55:06Z,2379819.851,1803,8,17,8,25,6.447404623,0.410671542
685,1814-07-17T06:32:09Z,1814-07-17T12:02:09Z,2383806.773,1814,7,17,6,32,9.411944747,0.137137942
686,1817-05-16T06:55:48Z,1817-05-16T12:25:48Z,2384840.789,1817,5,16,6,55,47.65631407,0.352835801
687,1818-05-05T07:22:15Z,1818-05-05T12:52:15Z,2385194.808,1818,5,5,7,22,15.32221466,0.369187618
688,1840-03-04T04:05:33Z,1840-03-04T09:35:33Z,2393168.671,1840,3,4,4,5,33.05128813,0.353239357
689,1842-07-08T07:01:32Z,1842-07-08T12:31:32Z,2394024.793,1842,7,8,7,1,31.84209555,0.351709134
690,1843-12-21T05:08:56Z,1843-12-21T10:38:56Z,2394555.715,1843,12,21,5,8,56.41243279,0.453102867
691,1847-10-09T09:07:17Z,1847-10-09T14:37:17Z,2395943.881,1847,10,9,9,7,17.33623177,0.266237754
692,1857-09-18T05:33:53Z,1857-09-18T11:03:53Z,2399575.732,1857,9,18,5,33,52.90550262,0.429503328
693,1882-05-17T07:32:56Z,1882-05-17T13:02:56Z,2408582.815,1882,5,17,7,32,55.92811435,0.270189771
694,1894-04-06T03:59:53Z,1894-04-06T09:29:53Z,2412924.667,1894,4,6,3,59,53.43385845,0.387125198
695,1898-01-22T07:24:30Z,1898-01-22T12:54:30Z,2414311.809,1898,1,22,7,24,30.45944184,0.323886924
696,1901-11-11T07:34:05Z,1901-11-11T13:04:05Z,2415699.816,1901,11,11,7,34,4.901105762,0.250558277
697,1902-10-31T08:13:33Z,1902-10-31T13:43:33Z,2416053.843,1902,10,31,8,13,32.53875643,0.39537811
698,1904-03-17T05:39:11Z,1904-03-17T11:09:11Z,2416556.736,1904,3,17,5,39,11.25927776,0.431526706
699,1907-01-14T05:56:57Z,1907-01-14T11:26:57Z,2417589.748,1907,1,14,5,56,57.49219894,0.136268477
700,1928-11-12T09:35:38Z,1928-11-12T15:05:38Z,2425562.9,1928,11,12,9,35,37.8605023,0.451061404
701,1933-08-21T05:48:12Z,1933-08-21T11:18:12Z,2427305.742,1933,8,21,5,48,11.63936824,0.346595654
702,1944-07-20T05:42:51Z,1944-07-20T11:12:51Z,2431291.739,1944,7,20,5,42,50.94486952,0.324329128
703,1955-12-14T07:07:34Z,1955-12-14T12:37:34Z,2435455.797,1955,12,14,7,7,34.07662243,0.33606229
704,1956-12-02T08:13:02Z,1956-12-02T13:43:02Z,2435809.843,1956,12,2,8,13,2.314418256,0.343750776
